"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","30LB5CDZNCA40KDEBU298FCNFIQZ0N","AQB0TQPOGOFQE","Submitted","Tue May 25 06:54:33 PDT 2021","Tue May 25 07:14:46 PDT 2021","Sun May 30 07:14:46 PDT 2021","","","","1213","0% (0/0)","0% (0/0)","0% (0/0)","979785"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","30X31N5D63Q30LPI845U1SRX1P9SA9","A2MO3EE6D0P3KR","Submitted","Tue May 25 07:23:30 PDT 2021","Tue May 25 07:49:21 PDT 2021","Sun May 30 07:49:21 PDT 2021","","","","1551","0% (0/0)","0% (0/0)","0% (0/0)","699794"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","30ZX6P7VF8VLWFBO8V3139HCTIB2J3","A7VQQEIBSM9IU","Submitted","Tue May 25 07:41:48 PDT 2021","Tue May 25 08:04:21 PDT 2021","Sun May 30 08:04:21 PDT 2021","","","","1353","0% (0/0)","0% (0/0)","0% (0/0)","484881"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","3137ONMDKG530TX3T9DZ8XYLYT7GE2","A38B229W1GG2XE","Submitted","Tue May 25 06:56:37 PDT 2021","Tue May 25 07:20:06 PDT 2021","Sun May 30 07:20:06 PDT 2021","","","","1409","0% (0/0)","0% (0/0)","0% (0/0)","117306"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","31HQ4X3T3SAKW4GM5VUKA678V15SLO","AQNCH42WD4ITI","Submitted","Tue May 25 07:11:00 PDT 2021","Tue May 25 07:40:47 PDT 2021","Sun May 30 07:40:47 PDT 2021","","","","1787","0% (0/0)","0% (0/0)","0% (0/0)","459223"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","31LVTDXBL7A8VPG9Q6UFKW2C9ZIRLV","A2EAJ7834XI2IT","Submitted","Tue May 25 06:53:59 PDT 2021","Tue May 25 07:19:08 PDT 2021","Sun May 30 07:19:08 PDT 2021","","","","1509","0% (0/0)","0% (0/0)","0% (0/0)","321015"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","31LVTDXBL7A8VPG9Q6UFKW2C9ZJRLW","A17V85U8PXS4LJ","Submitted","Tue May 25 06:58:04 PDT 2021","Tue May 25 07:23:23 PDT 2021","Sun May 30 07:23:23 PDT 2021","","","","1519","0% (0/0)","0% (0/0)","0% (0/0)","528653"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","32RIADZISS4OYW91Z3V3OP5X9F74S4","A1L8M9HBRG9N5R","Submitted","Tue May 25 06:54:57 PDT 2021","Tue May 25 07:17:50 PDT 2021","Sun May 30 07:17:50 PDT 2021","","","","1373","0% (0/0)","0% (0/0)","0% (0/0)","468185"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","32SCWG5HIH450RXNQAKOQIK0IM76PC","A16J2CW30USNJI","Submitted","Tue May 25 06:59:56 PDT 2021","Tue May 25 07:24:11 PDT 2021","Sun May 30 07:24:11 PDT 2021","","","","1455","0% (0/0)","0% (0/0)","0% (0/0)","152049"
"3R0WOCG21M9ERLM4RHMUHAL4UQEDU8","3YK1EACZ2PTROCTWLYBEIU82NQ8SNY","Cognitive Task Battery for Executive Functions","This survey is part of a scientific research project, and involves 5 tasks designed to test cognitive functions, plus a few short background questions. Full task instructions are given. The HIT takes 25 mins on average, and the reward is $2.70","executive functions, cognitive tests, cognition, attention, card sorting","$2.70","Tue May 25 06:51:59 PDT 2021","200","BatchId:4453805;OriginalHitTemplateId:920937340;","2400","432000","Tue Jun 15 06:51:59 PDT 2021","","","32UTUBMZ7GWOBNBE8DAV7QVAIBHBVL","A129DU6FOHUVNO","Submitted","Tue May 25 06:53:52 PDT 2021","Tue May 25 07:24:41 PDT 2021","Sun May 30 07:24:41 PDT 2021","","","","1849","0% (0/0)","0% (0/0)","0% (0/0)","897924"
